,frame,mean_intensity,x,y,normalized_intensity,cell_id,x_microns,y_microns,x_pixels,y_pixels
0,0,283.013,171.163,64.205,0.0912259977548827,3,171.24842833333332,136.51185666666666,552.4142275904783,440.3608495156319
1,1,259.57,171.18,64.273,0.0811778336032931,3,171.24842833333332,136.51185666666666,552.4142275904783,440.3608495156319
2,2,186.405,171.263,64.246,0.0498177717446978,3,171.24842833333332,136.51185666666666,552.4142275904783,440.3608495156319
3,3,288.203,171.28,64.292,0.0934505411984159,3,171.24842833333332,136.51185666666666,552.4142275904783,440.3608495156319
4,4,246.709,171.143,64.17,0.075665337798422,3,171.24842833333332,136.51185666666666,552.4142275904783,440.3608495156319
5,5,265.241,171.309,64.339,0.083608543789859,3,171.24842833333332,136.51185666666666,552.4142275904783,440.3608495156319
6,6,238.177,171.136,64.349,0.0720083426808449,3,171.24842833333332,136.51185666666666,552.4142275904783,440.3608495156319
7,7,265.899,171.327,64.327,0.083890576465359,3,171.24842833333332,136.51185666666666,552.4142275904783,440.3608495156319
8,8,241.291,171.317,64.425,0.0733430687469648,3,171.24842833333332,136.51185666666666,552.4142275904783,440.3608495156319
9,9,309.772,171.261,64.165,0.1026954694322442,3,171.24842833333332,136.51185666666666,552.4142275904783,440.3608495156319
10,10,269.367,171.233,64.277,0.0853770343964136,3,171.24842833333332,136.51185666666666,552.4142275904783,440.3608495156319
11,11,201.823,171.203,64.287,0.0564262516700149,3,171.24842833333332,136.51185666666666,552.4142275904783,440.3608495156319
12,12,278.962,171.31,64.189,0.0894896537298821,3,171.24842833333332,136.51185666666666,552.4142275904783,440.3608495156319
13,13,241.266,171.324,64.115,0.0733323532197801,3,171.24842833333332,136.51185666666666,552.4142275904783,440.3608495156319
14,14,225.57,171.212,64.258,0.0666047166321698,3,171.24842833333332,136.51185666666666,552.4142275904783,440.3608495156319
15,15,259.519,171.33,64.223,0.0811559739278365,3,171.24842833333332,136.51185666666666,552.4142275904783,440.3608495156319
16,16,250.582,171.203,64.199,0.0773253872698679,3,171.24842833333332,136.51185666666666,552.4142275904783,440.3608495156319
17,17,210.481,171.194,64.328,0.0601372530446027,3,171.24842833333332,136.51185666666666,552.4142275904783,440.3608495156319
18,18,241.873,171.285,64.062,0.0735925262198234,3,171.24842833333332,136.51185666666666,552.4142275904783,440.3608495156319
19,19,269.291,171.199,64.182,0.0853444591937723,3,171.24842833333332,136.51185666666666,552.4142275904783,440.3608495156319
20,20,233.443,171.24,64.071,0.0699792504531596,3,171.24842833333332,136.51185666666666,552.4142275904783,440.3608495156319
21,21,244.582,171.255,64.168,0.074753660745552,3,171.24842833333332,136.51185666666666,552.4142275904783,440.3608495156319
22,22,233.924,171.267,64.309,0.0701854171961923,3,171.24842833333332,136.51185666666666,552.4142275904783,440.3608495156319
23,23,251.165,171.312,64.247,0.077575273363814,3,171.24842833333332,136.51185666666666,552.4142275904783,440.3608495156319
