,frame,mean_intensity,x,y,normalized_intensity,cell_id,x_microns,y_microns,x_pixels,y_pixels
0,0,63.812,128.021,105.408,0.0602216361219111,3,128.0595,79.39211499999999,413.0951183997115,256.10363206476524
1,1,52.875,127.878,105.377,0.0490106738365436,3,128.0595,79.39211499999999,413.0951183997115,256.10363206476524
2,2,81.312,127.943,105.713,0.0781599958177995,3,128.0595,79.39211499999999,413.0951183997115,256.10363206476524
3,3,66.438,128.231,105.625,0.0629134151254199,3,128.0595,79.39211499999999,413.0951183997115,256.10363206476524
4,4,71.812,128.195,105.387,0.0684220291257458,3,128.0595,79.39211499999999,413.0951183997115,256.10363206476524
5,5,41.125,128.1,105.615,0.0369663466121613,3,128.0595,79.39211499999999,413.0951183997115,256.10363206476524
6,6,78.688,127.971,105.355,0.0754702669125417,3,128.0595,79.39211499999999,413.0951183997115,256.10363206476524
7,7,70.062,127.959,105.381,0.066628193156157,3,128.0595,79.39211499999999,413.0951183997115,256.10363206476524
8,8,924.375,128.057,105.369,0.9423409866917872,3,128.0595,79.39211499999999,413.0951183997115,256.10363206476524
9,9,759.562,128.067,105.323,0.773399565174161,3,128.0595,79.39211499999999,413.0951183997115,256.10363206476524
10,10,563.188,128.018,105.355,0.5721065682072813,3,128.0595,79.39211499999999,413.0951183997115,256.10363206476524
11,11,573.25,128.041,105.314,0.5824206125078545,3,128.0595,79.39211499999999,413.0951183997115,256.10363206476524
12,12,455.188,128.087,105.416,0.4614012626555127,3,128.0595,79.39211499999999,413.0951183997115,256.10363206476524
13,13,569.375,128.074,105.373,0.578448547146622,3,128.0595,79.39211499999999,413.0951183997115,256.10363206476524
14,14,326.875,127.923,105.309,0.3298741342178823,3,128.0595,79.39211499999999,413.0951183997115,256.10363206476524
15,15,136.125,127.771,105.378,0.1343460135326985,3,128.0595,79.39211499999999,413.0951183997115,256.10363206476524
16,16,119.75,127.891,105.581,0.1175608341029744,3,128.0595,79.39211499999999,413.0951183997115,256.10363206476524
17,17,92.125,127.906,105.533,0.0892438520116076,3,128.0595,79.39211499999999,413.0951183997115,256.10363206476524
18,18,70.438,128.402,105.62,0.0670136116273372,3,128.0595,79.39211499999999,413.0951183997115,256.10363206476524
19,19,63.562,127.832,105.436,0.0599653738405413,3,128.0595,79.39211499999999,413.0951183997115,256.10363206476524
20,20,38.062,127.877,105.241,0.0338266211408181,3,128.0595,79.39211499999999,413.0951183997115,256.10363206476524
21,21,51.375,128.033,105.381,0.0474731001483246,3,128.0595,79.39211499999999,413.0951183997115,256.10363206476524
22,22,46.688,128.226,105.267,0.0426686948972029,3,128.0595,79.39211499999999,413.0951183997115,256.10363206476524
23,23,40.438,127.69,105.257,0.036262137862957,3,128.0595,79.39211499999999,413.0951183997115,256.10363206476524
24,24,50.625,127.947,105.498,0.0467043133042151,3,128.0595,79.39211499999999,413.0951183997115,256.10363206476524
25,25,62.125,128.006,105.54,0.0584923782472275,3,128.0595,79.39211499999999,413.0951183997115,256.10363206476524
26,26,42.375,127.885,105.483,0.0382476580190105,3,128.0595,79.39211499999999,413.0951183997115,256.10363206476524
27,27,63.375,127.894,105.409,0.0597736896540766,3,128.0595,79.39211499999999,413.0951183997115,256.10363206476524
28,28,50.0,128.368,105.588,0.0460636576007905,3,128.0595,79.39211499999999,413.0951183997115,256.10363206476524
29,29,68.312,127.937,105.34,0.0648343571865681,3,128.0595,79.39211499999999,413.0951183997115,256.10363206476524
30,30,60.812,128.113,105.387,0.0571464887454731,3,128.0595,79.39211499999999,413.0951183997115,256.10363206476524
31,31,62.812,128.293,105.573,0.0591965869964318,3,128.0595,79.39211499999999,413.0951183997115,256.10363206476524
32,32,68.938,127.888,105.63,0.0654760379391182,3,128.0595,79.39211499999999,413.0951183997115,256.10363206476524
