,frame,mean_intensity,x,y,normalized_intensity,cell_id,x_microns,y_microns,x_pixels,y_pixels
0,0,27.267,181.328,100.434,0.0149598649332852,3,181.7979281961471,96.87139404553412,586.4448687759178,312.4884014782028
1,1,33.733,181.7,100.745,0.0190470110294791,3,181.7979281961471,96.87139404553412,586.4448687759178,312.4884014782028
2,2,13.3,181.723,100.997,0.0061313512423571,3,181.7979281961471,96.87139404553412,586.4448687759178,312.4884014782028
3,3,20.9,181.617,100.86,0.0109352965456472,3,181.7979281961471,96.87139404553412,586.4448687759178,312.4884014782028
4,4,45.5,181.706,100.842,0.0264849089747179,3,181.7979281961471,96.87139404553412,586.4448687759178,312.4884014782028
5,5,35.467,182.023,100.518,0.0201430690763087,3,181.7979281961471,96.87139404553412,586.4448687759178,312.4884014782028
6,6,23.633,181.793,100.361,0.012662820560633,3,181.7979281961471,96.87139404553412,586.4448687759178,312.4884014782028
7,7,22.467,181.709,100.385,0.0119257942154177,3,181.7979281961471,96.87139404553412,586.4448687759178,312.4884014782028
8,8,36.267,181.796,100.279,0.0206487475292866,3,181.7979281961471,96.87139404553412,586.4448687759178,312.4884014782028
9,9,17.1,181.622,100.763,0.0085333238940022,3,181.7979281961471,96.87139404553412,586.4448687759178,312.4884014782028
10,10,35.067,181.299,100.42,0.0198902298498198,3,181.7979281961471,96.87139404553412,586.4448687759178,312.4884014782028
11,11,23.133,181.43,100.659,0.0123467715275218,3,181.7979281961471,96.87139404553412,586.4448687759178,312.4884014782028
12,12,21.5,181.961,100.236,0.0113145553853807,3,181.7979281961471,96.87139404553412,586.4448687759178,312.4884014782028
13,13,20.0,181.705,100.474,0.0103664082860471,3,181.7979281961471,96.87139404553412,586.4448687759178,312.4884014782028
14,14,22.3,181.986,100.839,0.0118202338383586,3,181.7979281961471,96.87139404553412,586.4448687759178,312.4884014782028
15,15,25.4,181.608,100.803,0.013779737843648,3,181.7979281961471,96.87139404553412,586.4448687759178,312.4884014782028
16,16,17.9,181.144,100.422,0.0090390023469801,3,181.7979281961471,96.87139404553412,586.4448687759178,312.4884014782028
17,17,20.667,181.54,100.984,0.0107880176962174,3,181.7979281961471,96.87139404553412,586.4448687759178,312.4884014782028
18,18,11.733,181.835,100.771,0.0051408535725866,3,181.7979281961471,96.87139404553412,586.4448687759178,312.4884014782028
19,19,14.8,181.303,100.641,0.0070794983416907,3,181.7979281961471,96.87139404553412,586.4448687759178,312.4884014782028
20,20,24.5,181.627,100.576,0.0132108495840478,3,181.7979281961471,96.87139404553412,586.4448687759178,312.4884014782028
21,21,14.0,182.189,100.582,0.0065738198887128,3,181.7979281961471,96.87139404553412,586.4448687759178,312.4884014782028
22,22,24.367,182.217,100.905,0.0131267805412402,3,181.7979281961471,96.87139404553412,586.4448687759178,312.4884014782028
23,23,19.7,181.532,100.396,0.0101767788661804,3,181.7979281961471,96.87139404553412,586.4448687759178,312.4884014782028
24,24,21.533,181.73,100.774,0.011335414621566,3,181.7979281961471,96.87139404553412,586.4448687759178,312.4884014782028
25,25,20.2,181.622,100.261,0.0104928278992916,3,181.7979281961471,96.87139404553412,586.4448687759178,312.4884014782028
26,26,31.667,181.411,100.262,0.0177410964246637,3,181.7979281961471,96.87139404553412,586.4448687759178,312.4884014782028
27,27,23.867,181.774,100.891,0.012810731508129,3,181.7979281961471,96.87139404553412,586.4448687759178,312.4884014782028
28,28,24.333,181.347,100.483,0.0131052892069887,3,181.7979281961471,96.87139404553412,586.4448687759178,312.4884014782028
